position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,5,3,11.853333333333333,27.0,0.36614950419527076
RB,9,4,6.925,17.75,0.42692851053464864
WR,12,5,10.6,23.6,0.4893213334572031
TE,8,3,6.933333333333334,13.666666666666666,0.45083333333333336
DEF,2,1,11.0,12.0,0.9166666666666666
