position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,5,2,19.14,32.5,0.6103333333333334
RB,7,6,5.883333333333333,14.166666666666666,0.42794068504594823
WR,13,7,7.528571428571428,20.142857142857142,0.3407250900360144
TE,8,5,6.24,12.6,0.43199999999999994
DEF,2,2,8.0,12.5,0.6298701298701299
