position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,5,2,9.93,37.0,0.26537324464153733
RB,8,5,6.959999999999999,21.0,0.2728544788544789
WR,12,6,5.116666666666666,18.5,0.2900943883702504
TE,7,2,5.05,15.0,0.34750000000000003
DEF,2,2,8.5,11.5,0.731060606060606
