position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,6,2,17.549999999999997,36.0,0.461692060946271
RB,9,5,6.4799999999999995,21.0,0.25734544628662276
WR,12,6,6.400000000000001,16.666666666666668,0.36993772893772897
TE,7,4,9.95,10.75,0.905
DEF,2,2,8.0,10.0,0.8
