position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,4,2,18.3,41.0,0.44485390578413836
RB,8,4,15.4,28.75,0.4451874514374515
WR,12,7,11.757142857142858,24.857142857142858,0.6747619047619048
TE,6,5,2.6599999999999997,11.4,0.1976470588235294
DEF,2,1,10.0,10.0,1.0
