player_name,position,game_info,stats,salary,fppg,points,row_number,scrape_date,week,day
Dak Prescott,QB,"DAL 30 @ WAS 23, Final","307 PASS YD,2 PASS TD,4 RUSH ATT,24 RUSH YD",$40,20.2,22.68,1,2025-12-26 16:15:15,Week 17,Thursday
Jacory Croskey-Merritt,RB,"DAL 30 @ WAS 23, Final","11 RUSH ATT,105 RUSH YD,2 RUSH TD",$15,8.3,22.50,2,2025-12-26 16:15:15,Week 17,Thursday
Minnesota Vikings,DEF,"DET 10 @ MIN 23, Final","10 PTS ALLOWED,5 SACK,2 INT,4 FUM REC",$13,7.8,21.00,3,2025-12-26 16:15:15,Week 17,Thursday
Bo Nix,QB,"DEN 20 @ KC 13, Final","182 PASS YD,PASS TD,INT,9 RUSH ATT,42 RUSH YD,RUSH TD",$37,19.1,20.48,4,2025-12-26 16:15:15,Week 17,Thursday
RJ Harvey,RB,"DEN 20 @ KC 13, Final","14 RUSH ATT,43 RUSH YD,6 TGT,5 REC,33 REC YD,REC TD",$33,11.2,16.10,5,2025-12-26 16:15:15,Week 17,Thursday
KaVontae Turpin,WR,"DAL 30 @ WAS 23, Final","TGT,REC,86 REC YD,REC TD",$10,5.1,15.10,6,2025-12-26 16:15:15,Week 17,Thursday
Aaron Jones Sr.,RB,"DET 10 @ MIN 23, Final","18 RUSH ATT,53 RUSH YD,RUSH TD,4 TGT,3 REC,10 REC YD",$20,8.7,13.80,7,2025-12-26 16:15:15,Week 17,Thursday
Jordan Addison,WR,"DET 10 @ MIN 23, Final","RUSH ATT,65 RUSH YD,RUSH TD,TGT",$19,8.7,12.50,8,2025-12-26 16:15:15,Week 17,Thursday
Isaac TeSlaa,WR,"DET 10 @ MIN 23, Final","4 TGT,3 REC,49 REC YD,REC TD",$11,5.0,12.40,9,2025-12-26 16:15:15,Week 17,Thursday
Javonte WilliamsQ,RB,"DAL 30 @ WAS 23, Final","13 RUSH ATT,54 RUSH YD,RUSH TD,2 TGT",$31,14.1,11.40,10,2025-12-26 16:15:15,Week 17,Thursday
Amon-Ra St. BrownQ,WR,"DET 10 @ MIN 23, Final","13 TGT,8 REC,68 REC YD",$38,15.4,10.80,11,2025-12-26 16:15:15,Week 17,Thursday
Malik Davis,RB,"DAL 30 @ WAS 23, Final","20 RUSH ATT,103 RUSH YD,2 TGT",$10,4.0,10.30,12,2025-12-26 16:15:15,Week 17,Thursday
Deebo Samuel,WR,"DAL 30 @ WAS 23, Final","2 RUSH ATT,25 RUSH YD,4 TGT,2 REC,68 REC YD",$24,9.9,10.30,13,2025-12-26 16:15:15,Week 17,Thursday
George Pickens,WR,"DAL 30 @ WAS 23, Final","5 TGT,4 REC,78 REC YD",$36,15.3,9.80,14,2025-12-26 16:15:15,Week 17,Thursday
Josh Johnson,QB,"DAL 30 @ WAS 23, Final","198 PASS YD,2 RUSH ATT,10 RUSH YD",$20,4.8,8.92,15,2025-12-26 16:15:16,Week 17,Thursday
Terry McLaurin,WR,"DAL 30 @ WAS 23, Final","7 TGT,5 REC,63 REC YD",$30,9.7,8.80,16,2025-12-26 16:15:16,Week 17,Thursday
Brashard Smith,RB,"DEN 20 @ KC 13, Final","4 TGT,3 REC,5 REC YD,REC TD",$10,2.8,8.00,17,2025-12-26 16:15:16,Week 17,Thursday
Chris Oladokun,QB,"DEN 20 @ KC 13, Final","66 PASS YD,PASS TD,2 RUSH ATT,11 RUSH YD",$20,6.4,7.74,18,2025-12-26 16:15:16,Week 17,Thursday
CeeDee Lamb,WR,"DAL 30 @ WAS 23, Final","10 TGT,5 REC,46 REC YD",$39,12.5,7.10,19,2025-12-26 16:15:16,Week 17,Thursday
Jake FergusonQ,TE,"DAL 30 @ WAS 23, Final","2 TGT,REC,6 REC YD,REC TD",$15,9.1,7.10,20,2025-12-26 16:15:16,Week 17,Thursday
Detroit Lions,DEF,"DET 10 @ MIN 23, Final","23 PTS ALLOWED,7 SACK",$11,5.8,7.00,21,2025-12-26 16:15:16,Week 17,Thursday
Travis Kelce,TE,"DEN 20 @ KC 13, Final","6 TGT,5 REC,36 REC YD",$17,9.5,6.10,22,2025-12-26 16:15:16,Week 17,Thursday
Courtland Sutton,WR,"DEN 20 @ KC 13, Final","10 TGT,4 REC,40 REC YD",$29,11.4,6.00,23,2025-12-26 16:15:16,Week 17,Thursday
Jahmyr Gibbs,RB,"DET 10 @ MIN 23, Final","17 RUSH ATT,41 RUSH YD,3 TGT,2 REC,23 REC YD,FUM LOST",$44,19.3,5.40,24,2025-12-26 16:15:16,Week 17,Thursday
Jalen Tolbert,WR,"DAL 30 @ WAS 23, Final","8 TGT,4 REC,31 REC YD",$10,3.7,5.10,25,2025-12-26 16:15:16,Week 17,Thursday
