player_name,position,game_info,stats,salary,fppg,points,row_number,scrape_date,week,day
Saquon Barkley,RB,"PHI 19 @ LAC 22, Final OT","20 RUSH ATT,122 RUSH YD,RUSH TD,2 TGT",$28,13.0,18.20,1,2025-12-09 16:29:58,Week 14,Monday
Omarion Hampton,RB,"PHI 19 @ LAC 22, Final OT","13 RUSH ATT,56 RUSH YD,2 TGT,2 REC,11 REC YD,REC TD",$26,13.4,13.70,2,2025-12-09 16:29:58,Week 14,Monday
Justin Herbert,QB,"PHI 19 @ LAC 22, Final OT","139 PASS YD,PASS TD,INT,10 RUSH ATT,66 RUSH YD,FUM LOST",$34,18.6,13.16,3,2025-12-09 16:29:58,Week 14,Monday
A.J. Brown,WR,"PHI 19 @ LAC 22, Final OT","13 TGT,6 REC,100 REC YD",$29,12.2,13.00,4,2025-12-09 16:29:58,Week 14,Monday
Philadelphia Eagles,DEF,"PHI 19 @ LAC 22, Final OT","22 PTS ALLOWED,7 SACK,INT,2 FUM REC",$13,7.5,13.00,5,2025-12-09 16:29:58,Week 14,Monday
Los Angeles Chargers,DEF,"PHI 19 @ LAC 22, Final OT","19 PTS ALLOWED,SACK,4 INT,FUM REC",$12,6.2,12.00,6,2025-12-09 16:29:58,Week 14,Monday
Dallas Goedert,TE,"PHI 19 @ LAC 22, Final OT","10 TGT,8 REC,78 REC YD",$15,9.5,11.80,7,2025-12-09 16:29:58,Week 14,Monday
Kimani Vidal,RB,"PHI 19 @ LAC 22, Final OT","14 RUSH ATT,44 RUSH YD,3 TGT,REC,60 REC YD",$21,10.2,10.90,8,2025-12-09 16:29:58,Week 14,Monday
DeVonta Smith,WR,"PHI 19 @ LAC 22, Final OT","8 TGT,4 REC,37 REC YD",$25,10.3,5.70,9,2025-12-09 16:29:58,Week 14,Monday
Jalen Hurts,QB,"PHI 19 @ LAC 22, Final OT","240 PASS YD,4 INT,4 RUSH ATT,8 RUSH YD,FUM LOST",$37,19.5,4.40,10,2025-12-09 16:29:58,Week 14,Monday
Keenan Allen,WR,"PHI 19 @ LAC 22, Final OT","3 TGT,3 REC,22 REC YD",$16,9.2,3.70,11,2025-12-09 16:29:58,Week 14,Monday
