position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,5,2,12.32,32.5,0.47544444444444445
RB,10,6,7.2,16.833333333333332,0.40031746031746035
WR,15,9,6.000000000000001,15.444444444444445,0.37651902563667267
TE,6,3,2.7000000000000006,12.0,0.25375
DEF,2,2,10.5,15.0,0.6719457013574661
