player_name,position,game_info,stats,salary,fppg,points,row_number,scrape_date,week,day,game_time
Ashton Jeanty,RB,"CHI 25 @ LV 24, Final","21 RUSH ATT,138 RUSH YD,RUSH TD,2 TGT,2 REC,17 REC YD,2 REC TD,FUM LOST",$24,13.9,32.5,1,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Dak Prescott,QB,"GB 40 @ DAL 40, Final OT","319 PASS YD,3 PASS TD,RUSH ATT,2 RUSH YD,RUSH TD",$33,19.0,30.96,1,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Josh Jacobs,RB,"GB 40 @ DAL 40, Final OT","22 RUSH ATT,86 RUSH YD,2 RUSH TD,4 TGT,4 REC,71 REC YD",$38,16.9,29.7,2,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Puka Nacua,WR,"IND 20 @ LA 27, Final","15 TGT,13 REC,170 REC YD,REC TD",$39,22.1,29.5,2,2025-09-29 13:58:52,Week 4,Sunday,1:00 PM (11 NFL Games)
George Pickens,WR,"GB 40 @ DAL 40, Final OT","11 TGT,8 REC,134 REC YD,2 REC TD",$28,16.1,29.4,3,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Matthew Stafford,QB,"IND 20 @ LA 27, Final","375 PASS YD,3 PASS TD,4 RUSH ATT,4 RUSH YD",$32,18.5,27.4,3,2025-09-29 13:58:52,Week 4,Sunday,1:00 PM (11 NFL Games)
Patrick Mahomes,QB,"BAL 20 @ KC 37, Final","270 PASS YD,4 PASS TD,4 RUSH ATT,5 RUSH YD",$38,22.4,27.3,4,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Romeo Doubs,WR,"GB 40 @ DAL 40, Final OT","8 TGT,6 REC,58 REC YD,3 REC TD",$18,12.1,26.8,4,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Jordan Love,QB,"GB 40 @ DAL 40, Final OT","337 PASS YD,3 PASS TD,3 RUSH ATT,28 RUSH YD,FUM LOST",$31,18.8,26.28,5,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Justice Hill,RB,"BAL 20 @ KC 37, Final","3 RUSH ATT,76 RUSH YD,RUSH TD,6 TGT,5 REC,41 REC YD,REC TD",$11,8.9,26.2,5,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Bijan Robinson,RB,"WAS 27 @ ATL 34, Final","17 RUSH ATT,75 RUSH YD,RUSH TD,5 TGT,4 REC,106 REC YD",$42,19.9,26.1,1,2025-09-29 13:59:07,Week 4,Sunday,1:00 PM (7 NFL Games)
Woody Marks,RB,"TEN 0 @ HOU 26, Final","17 RUSH ATT,69 RUSH YD,RUSH TD,5 TGT,4 REC,50 REC YD,REC TD",$10,9.0,25.9,2,2025-09-29 13:58:30,Week 4,Sunday,9:30 AM (1 NFL Game)
Josh Allen,QB,"NO 19 @ BUF 31, Final","209 PASS YD,2 PASS TD,INT,7 RUSH ATT,45 RUSH YD,RUSH TD",$45,24.9,25.86,3,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Omarion Hampton,RB,"LAC 18 @ NYG 21, Final","12 RUSH ATT,128 RUSH YD,RUSH TD,5 TGT,5 REC,37 REC YD",$28,14.3,25.0,9,2025-09-29 13:58:52,Week 4,Sunday,1:00 PM (11 NFL Games)
Drake Maye,QB,"CAR 13 @ NE 42, Final","203 PASS YD,2 PASS TD,3 RUSH ATT,11 RUSH YD,RUSH TD",$34,21.5,23.22,10,2025-09-29 13:58:52,Week 4,Sunday,1:00 PM (11 NFL Games)
Christian McCaffrey,RB,"JAC 26 @ SF 21, Final","17 RUSH ATT,49 RUSH YD,11 TGT,6 REC,92 REC YD,REC TD",$39,20.1,23.1,6,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Bucky Irving,RB,"PHI 31 @ TB 25, Final","15 RUSH ATT,63 RUSH YD,5 TGT,5 REC,102 REC YD,REC TD,FUM LOST",$35,15.6,23.0,6,2025-09-29 13:59:07,Week 4,Sunday,1:00 PM (7 NFL Games)
Amon-Ra St. Brown,WR,"CLE 10 @ DET 34, Final","7 TGT,7 REC,70 REC YD,2 REC TD",$36,20.2,22.5,7,2025-09-29 13:59:07,Week 4,Sunday,1:00 PM (7 NFL Games)
James Cook III,RB,"NO 19 @ BUF 31, Final","22 RUSH ATT,117 RUSH YD,RUSH TD,4 TGT,3 REC,18 REC YD",$42,21.3,21.0,14,2025-09-29 13:58:52,Week 4,Sunday,1:00 PM (11 NFL Games)
Drake London,WR,"WAS 27 @ ATL 34, Final","10 TGT,8 REC,110 REC YD,REC TD",$31,10.7,21.0,9,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Baker Mayfield,QB,"PHI 31 @ TB 25, Final","289 PASS YD,2 PASS TD,INT,2 RUSH ATT,13 RUSH YD",$37,20.0,19.86,10,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Jaxson DartQ,QB,"LAC 18 @ NYG 21, Final","111 PASS YD,PASS TD,10 RUSH ATT,54 RUSH YD,RUSH TD",$20,6.6,19.84,11,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Quentin Johnston,WR,"LAC 18 @ NYG 21, Final","13 TGT,8 REC,98 REC YD,REC TD",$23,17.1,19.8,12,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Michael Penix Jr.,QB,"WAS 27 @ ATL 34, Final","313 PASS YD,2 PASS TD,INT,4 RUSH ATT,2 RUSH YD",$27,13.7,19.72,13,2025-09-29 13:59:07,Week 4,Sunday,1:00 PM (7 NFL Games)
Brock PurdyQ,QB,"JAC 26 @ SF 21, Final","309 PASS YD,2 PASS TD,2 INT,2 RUSH ATT,13 RUSH YD,FUM LOST,2PT",$34,19.2,19.66,7,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Quinshon Judkins,RB,"CLE 10 @ DET 34, Final","21 RUSH ATT,82 RUSH YD,RUSH TD,4 TGT,4 REC,33 REC YD",$23,14.7,19.5,21,2025-09-29 13:58:52,Week 4,Sunday,1:00 PM (11 NFL Games)
Jalen Hurts,QB,"PHI 31 @ TB 25, Final","130 PASS YD,2 PASS TD,9 RUSH ATT,62 RUSH YD",$40,21.1,19.4,15,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Detroit Lions,DEF,"CLE 10 @ DET 34, Final","10 PTS ALLOWED,3 SACK,2 INT,FUM REC,RET TD",$11,8.8,19.0,16,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Travis Etienne Jr.,RB,"JAC 26 @ SF 21, Final","19 RUSH ATT,124 RUSH YD,RUSH TD,2 TGT,REC,REC YD",$25,15.9,19.0,8,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
C.J. Stroud,QB,"TEN 0 @ HOU 26, Final","233 PASS YD,2 PASS TD,4 RUSH ATT,11 RUSH YD",$26,13.9,18.42,17,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Emeka Egbuka,WR,"PHI 31 @ TB 25, Final","RUSH ATT,10 TGT,4 REC,101 REC YD,REC TD",$32,15.5,18.1,18,2025-09-29 13:59:07,Week 4,Sunday,1:00 PM (7 NFL Games)
Dallas Goedert,TE,"PHI 31 @ TB 25, Final","4 TGT,4 REC,37 REC YD,2 REC TD",$16,11.8,17.7,19,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Javonte Williams,RB,"GB 40 @ DAL 40, Final OT","20 RUSH ATT,85 RUSH YD,RUSH TD,3 TGT,3 REC,15 REC YD",$25,17.2,17.5,6,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Marcus Mariota,QB,"WAS 27 @ ATL 34, Final","156 PASS YD,2 PASS TD,INT,2 RUSH ATT,20 RUSH YD,2PT",$20,12.5,17.24,20,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Deebo Samuel,WR,"WAS 27 @ ATL 34, Final","3 RUSH ATT,9 RUSH YD,6 TGT,6 REC,72 REC YD,REC TD",$25,13.5,17.1,21,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Jahmyr Gibbs,RB,"CLE 10 @ DET 34, Final","15 RUSH ATT,91 RUSH YD,RUSH TD,2 TGT,2 REC,6 REC YD",$43,17.3,16.7,22,2025-09-29 13:59:07,Week 4,Sunday,1:00 PM (7 NFL Games)
Tyler Warren,TE,"IND 20 @ LA 27, Final","2 RUSH ATT,3 RUSH YD,RUSH TD,6 TGT,5 REC,70 REC YD",$17,10.6,15.8,9,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Kyle Pitts Sr.,TE,"WAS 27 @ ATL 34, Final","5 TGT,5 REC,70 REC YD,REC TD",$12,9.1,15.5,23,2025-09-29 13:59:07,Week 4,Sunday,1:00 PM (7 NFL Games)
Saquon Barkley,RB,"PHI 31 @ TB 25, Final","19 RUSH ATT,43 RUSH YD,RUSH TD,4 TGT,4 REC,31 REC YD",$37,13.9,15.4,25,2025-09-29 13:59:07,Week 4,Sunday,1:00 PM (7 NFL Games)
Khalil Shakir,WR,"NO 19 @ BUF 31, Final","5 TGT,5 REC,69 REC YD,REC TD",$20,9.8,15.4,24,2025-09-29 13:59:07,Week 4,Sunday,1:00 PM (7 NFL Games)
Tutu Atwell,WR,"IND 20 @ LA 27, Final","2 TGT,REC,88 REC YD,REC TD",$10,4.1,15.3,10,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Jacksonville Jaguars,DEF,"JAC 26 @ SF 21, Final","21 PTS ALLOWED,SACK,2 INT,2 FUM REC,RET TD",$16,11.5,15.0,11,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Rome Odunze,WR,"CHI 25 @ LV 24, Final","8 TGT,4 REC,69 REC YD,REC TD",$28,17.4,14.9,12,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Xavier Worthy,WR,"BAL 20 @ KC 37, Final","2 RUSH ATT,38 RUSH YD,8 TGT,5 REC,83 REC YD",$29,7.3,14.6,13,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Justin Herbert,QB,"LAC 18 @ NYG 21, Final","203 PASS YD,PASS TD,2 INT,RUSH ATT,24 RUSH YD,2PT",$38,19.2,14.52,26,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Philadelphia Eagles,DEF,"PHI 31 @ TB 25, Final","23 PTS ALLOWED,2 SACK,INT,FUM REC,BLK KICK,TD",$13,8.8,14.0,28,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
D'Andre Swift,RB,"CHI 25 @ LV 24, Final","14 RUSH ATT,38 RUSH YD,RUSH TD,6 TGT,4 REC,22 REC YD",$24,10.9,14.0,14,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Houston Texans,DEF,"TEN 0 @ HOU 26, Final","0 PTS ALLOWED,2 SACK,INT",$13,8.0,14.0,27,2025-09-29 13:59:08,Week 4,Sunday,1:00 PM (7 NFL Games)
Spencer Rattler,QB,"NO 19 @ BUF 31, Final","126 PASS YD,PASS TD,6 RUSH ATT,49 RUSH YD,TGT",$26,15.0,13.94,29,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Jared Goff,QB,"CLE 10 @ DET 34, Final","168 PASS YD,2 PASS TD,INT",$36,18.1,13.72,30,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Davante Adams,WR,"IND 20 @ LA 27, Final","6 TGT,4 REC,56 REC YD,REC TD",$33,13.4,13.6,15,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Jake Ferguson,TE,"GB 40 @ DAL 40, Final OT","7 TGT,7 REC,40 REC YD,REC TD",$15,11.3,13.5,7,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Jake Tonges,TE,"JAC 26 @ SF 21, Final","5 TGT,3 REC,58 REC YD,REC TD",$10,7.6,13.3,16,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Stefon Diggs,WR,"CAR 13 @ NE 42, Final","7 TGT,6 REC,101 REC YD",$21,7.7,13.1,31,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Geno Smith,QB,"CHI 25 @ LV 24, Final","117 PASS YD,2 PASS TD,3 INT,4 RUSH ATT,31 RUSH YD",$35,15.9,12.78,18,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Caleb Williams,QB,"CHI 25 @ LV 24, Final","212 PASS YD,PASS TD,INT,8 RUSH ATT,13 RUSH YD",$37,21.0,12.78,17,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Tommy Tremble,TE,"CAR 13 @ NE 42, Final","8 TGT,5 REC,42 REC YD,REC TD",$10,4.9,12.7,32,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Michael Pittman Jr.,WR,"IND 20 @ LA 27, Final","10 TGT,5 REC,41 REC YD,REC TD",$24,13.0,12.6,19,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Kendre Miller,RB,"NO 19 @ BUF 31, Final","11 RUSH ATT,65 RUSH YD,RUSH TD",$10,5.3,12.5,33,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Daniel Jones,QB,"IND 20 @ LA 27, Final","262 PASS YD,PASS TD,2 INT,RUSH ATT,-1 RUSH YD",$35,20.1,12.38,20,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Jonathan Taylor,RB,"IND 20 @ LA 27, Final","17 RUSH ATT,76 RUSH YD,5 TGT,5 REC,20 REC YD",$44,20.8,12.1,21,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Cam Skattebo,RB,"LAC 18 @ NYG 21, Final","25 RUSH ATT,79 RUSH YD,2 TGT,2 REC,11 REC YD,2PT",$26,12.0,12.0,34,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Isiah Pacheco,RB,"BAL 20 @ KC 37, Final","7 RUSH ATT,35 RUSH YD,3 TGT,2 REC,13 REC YD,REC TD",$14,6.1,11.8,22,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Lamar JacksonQ,QB,"BAL 20 @ KC 37, Final","147 PASS YD,PASS TD,INT,6 RUSH ATT,48 RUSH YD,FUM LOST",$45,23.6,11.68,23,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
Trevor Lawrence,QB,"JAC 26 @ SF 21, Final","174 PASS YD,PASS TD,7 RUSH ATT,7 RUSH YD",$28,13.2,11.66,24,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
JuJu Smith-Schuster,WR,"BAL 20 @ KC 37, Final","6 TGT,4 REC,36 REC YD,REC TD",$10,7.0,11.6,25,2025-09-29 13:59:22,Week 4,Sunday,4:05 PM (4 NFL Games)
TreVeyon Henderson,RB,"CAR 13 @ NE 42, Final","7 RUSH ATT,32 RUSH YD,RUSH TD,2 TGT,2 REC,14 REC YD",$21,7.7,11.6,35,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
Hollywood Brown,WR,"BAL 20 @ KC 37, Final","5 TGT,3 REC,38 REC YD,REC TD",$16,9.5,11.3,26,2025-09-29 13:59:23,Week 4,Sunday,4:05 PM (4 NFL Games)
Tyler Allgeier,RB,"WAS 27 @ ATL 34, Final","16 RUSH ATT,51 RUSH YD,RUSH TD",$13,7.2,11.1,36,2025-09-29 13:58:31,Week 4,Sunday,9:30 AM (1 NFL Game)
New England Patriots,DEF,"CAR 13 @ NE 42, Final","13 PTS ALLOWED,SACK,RET TD",$15,8.3,11.0,37,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Zay Flowers,WR,"BAL 20 @ KC 37, Final","8 TGT,7 REC,74 REC YD",$27,12.3,10.9,27,2025-09-29 13:59:23,Week 4,Sunday,4:05 PM (4 NFL Games)
Hunter Henry,TE,"CAR 13 @ NE 42, Final","2 TGT,2 REC,39 REC YD,REC TD",$16,11.5,10.9,38,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Bryce Young,QB,"CAR 13 @ NE 42, Final","150 PASS YD,PASS TD,RUSH ATT,3 RUSH YD",$30,13.6,10.3,39,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Chicago Bears,DEF,"CHI 25 @ LV 24, Final","24 PTS ALLOWED,3 INT,FUM REC,BLK KICK",$12,7.0,10.0,28,2025-09-29 13:59:23,Week 4,Sunday,4:05 PM (4 NFL Games)
Nico Collins,WR,"TEN 0 @ HOU 26, Final","6 TGT,4 REC,79 REC YD",$33,11.3,9.9,40,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Mitchell Evans,TE,"CAR 13 @ NE 42, Final","4 TGT,3 REC,23 REC YD,REC TD",$10,4.2,9.8,41,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Emanuel Wilson,RB,"GB 40 @ DAL 40, Final OT","8 RUSH ATT,44 RUSH YD,3 TGT,3 REC,37 REC YD",$10,3.1,9.6,8,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Dalton Kincaid,TE,"NO 19 @ BUF 31, Final","2 TGT,REC,28 REC YD,REC TD",$15,10.7,9.3,42,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Alvin Kamara,RB,"NO 19 @ BUF 31, Final","15 RUSH ATT,70 RUSH YD,5 TGT,4 REC,2 REC YD",$28,10.3,9.2,43,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Theo Johnson,TE,"LAC 18 @ NYG 21, Final","5 TGT,3 REC,17 REC YD,REC TD",$10,4.3,9.2,44,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Luke McCaffrey,WR,"WAS 27 @ ATL 34, Final","3 TGT,2 REC,21 REC YD,REC TD",$10,6.7,9.1,46,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Tony Pollard,RB,"TEN 0 @ HOU 26, Final","14 RUSH ATT,64 RUSH YD,3 TGT,3 REC,12 REC YD",$25,9.7,9.1,45,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Jayden Higgins,WR,"TEN 0 @ HOU 26, Final","TGT,REC,24 REC YD,REC TD",$10,4.4,8.9,47,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Matthew Golden,WR,"GB 40 @ DAL 40, Final OT","RUSH ATT,5 RUSH YD,6 TGT,5 REC,58 REC YD",$17,5.3,8.8,9,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Antonio Gibson,RB,"CAR 13 @ NE 42, Final","6 RUSH ATT,27 RUSH YD,RUSH TD",$10,4.8,8.7,48,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Chris Olave,WR,"NO 19 @ BUF 31, Final","INT,6 TGT,3 REC,20 REC YD,REC TD",$20,9.1,8.5,49,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Chuba Hubbard,RB,"CAR 13 @ NE 42, Final","10 RUSH ATT,49 RUSH YD,3 TGT,3 REC,20 REC YD",$32,12.4,8.4,50,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Kalif Raymond,WR,"CLE 10 @ DET 34, Final","3 TGT,2 REC,13 REC YD,PRTD",$10,3.7,8.3,51,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Tetairoa McMillan,WR,"CAR 13 @ NE 42, Final","8 TGT,4 REC,62 REC YD",$28,9.2,8.2,52,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Jalen Tolbert,WR,"GB 40 @ DAL 40, Final OT","6 TGT,4 REC,61 REC YD",$10,4.3,8.1,11,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Tucker Kraft,TE,"GB 40 @ DAL 40, Final OT","5 TGT,5 REC,56 REC YD",$19,10.7,8.1,10,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Isaiah Bond,WR,"CLE 10 @ DET 34, Final","6 TGT,3 REC,58 REC YD",$10,3.2,7.3,53,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Rashid Shaheed,WR,"NO 19 @ BUF 31, Final","2 RUSH ATT,5 RUSH YD,5 TGT,4 REC,47 REC YD",$22,8.2,7.2,54,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Nick Chubb,RB,"TEN 0 @ HOU 26, Final","13 RUSH ATT,47 RUSH YD,2 TGT,2 REC,15 REC YD",$18,8.2,7.2,55,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
New York Giants,DEF,"LAC 18 @ NYG 21, Final","18 PTS ALLOWED,2 SACK,2 INT",$10,3.3,7.0,56,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Mack Hollins,WR,"CAR 13 @ NE 42, Final","TGT,REC,4 REC YD,REC TD",$10,4.9,6.9,57,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Jacory Croskey-Merritt,RB,"WAS 27 @ ATL 34, Final","7 RUSH ATT,47 RUSH YD,2 TGT,2 REC,10 REC YD",$22,8.1,6.7,58,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Rachaad White,RB,"PHI 31 @ TB 25, Final","6 RUSH ATT,17 RUSH YD,5 TGT,4 REC,29 REC YD",$15,6.1,6.6,59,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Andy Dalton,QB,"CAR 13 @ NE 42, Final","58 PASS YD,PASS TD",$20,3.1,6.32,60,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Jerry Jeudy,WR,"CLE 10 @ DET 34, Final","9 TGT,3 REC,48 REC YD",$24,6.2,6.3,61,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Keenan Allen,WR,"LAC 18 @ NYG 21, Final","7 TGT,5 REC,37 REC YD",$26,13.3,6.2,62,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Keon Coleman,WR,"NO 19 @ BUF 31, Final","4 TGT,3 REC,45 REC YD",$19,8.7,6.0,63,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Buffalo Bills,DEF,"NO 19 @ BUF 31, Final","19 PTS ALLOWED,3 SACK,INT",$11,4.5,6.0,64,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Los Angeles Chargers,DEF,"LAC 18 @ NYG 21, Final","21 PTS ALLOWED,6 SACK",$16,6.0,6.0,65,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Darius Slayton,WR,"LAC 18 @ NYG 21, Final","4 TGT,3 REC,44 REC YD",$10,4.5,5.9,67,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Chris Rodriguez Jr.,RB,"WAS 27 @ ATL 34, Final","7 RUSH ATT,59 RUSH YD",$11,4.9,5.9,66,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Cam Ward,QB,"TEN 0 @ HOU 26, Final","108 PASS YD,INT,2 RUSH ATT,22 RUSH YD",$20,7.7,5.52,68,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Dalton Schultz,TE,"TEN 0 @ HOU 26, Final","6 TGT,5 REC,30 REC YD",$13,5.2,5.5,69,2025-09-29 13:58:32,Week 4,Sunday,9:30 AM (1 NFL Game)
Elic Ayomanor,WR,"TEN 0 @ HOU 26, Final","7 TGT,2 REC,44 REC YD",$17,8.3,5.4,70,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Sam LaPorta,TE,"CLE 10 @ DET 34, Final","4 TGT,3 REC,39 REC YD",$20,6.4,5.4,71,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Zach Ertz,TE,"WAS 27 @ ATL 34, Final","4 TGT,2 REC,21 REC YD,2PT",$19,9.0,5.1,72,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Brycen Tremayne,WR,"CAR 13 @ NE 42, Final","4 TGT,3 REC,36 REC YD",$10,3.5,5.1,73,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
KaVontae Turpin,WR,"GB 40 @ DAL 40, Final OT","RUSH ATT,4 RUSH YD,4 TGT,3 REC,30 REC YD",$12,7.4,4.9,12,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Jameson Williams,WR,"CLE 10 @ DET 34, Final","RUSH ATT,-3 RUSH YD,8 TGT,2 REC,40 REC YD",$25,8.1,4.7,74,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Rhamondre Stevenson,RB,"CAR 13 @ NE 42, Final","9 RUSH ATT,38 RUSH YD,TGT,REC,3 REC YD",$19,7.5,4.6,75,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Juwan Johnson,TE,"NO 19 @ BUF 31, Final","3 TGT,3 REC,28 REC YD",$17,9.4,4.3,76,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Chris Godwin Jr.,WR,"PHI 31 @ TB 25, Final","10 TGT,3 REC,26 REC YD",$21,4.1,4.1,77,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
New Orleans Saints,DEF,"NO 19 @ BUF 31, Final","31 PTS ALLOWED,3 SACK,INT",$10,3.8,4.0,78,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Calvin Ridley,WR,"TEN 0 @ HOU 26, Final","3 TGT,2 REC,30 REC YD",$22,4.8,4.0,79,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Atlanta Falcons,DEF,"WAS 27 @ ATL 34, Final","27 PTS ALLOWED,2 SACK,INT",$14,7.3,4.0,80,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
DeVonta Smith,WR,"PHI 31 @ TB 25, Final","2 TGT,2 REC,29 REC YD",$25,7.6,3.9,81,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Savion Williams,WR,"GB 40 @ DAL 40, Final OT","RUSH ATT,RUSH YD,3 TGT,3 REC,22 REC YD",$10,1.7,3.8,13,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
Brandin Cooks,WR,"NO 19 @ BUF 31, Final","4 TGT,3 REC,22 REC YD",$10,3.8,3.7,82,2025-09-29 13:58:33,Week 4,Sunday,9:30 AM (1 NFL Game)
Ryan Flournoy,WR,"GB 40 @ DAL 40, Final OT","RUSH ATT,12 RUSH YD,2 TGT,2 REC,14 REC YD",$10,2.2,3.6,14,2025-09-29 13:59:37,Week 4,Sunday,8:20 PM (1 NFL Game)
