player_name,position,game_info,stats,salary,fppg,points,row_number,scrape_date,week,day
TreVeyon Henderson,RB,"NYJ 14 @ NE 27, Final","19 RUSH ATT,62 RUSH YD,2 RUSH TD,5 TGT,5 REC,31 REC YD,REC TD",$25,10.2,29.80,1,2025-11-14 16:15:19,Week 11,Thursday
Justin Fields,QB,"NYJ 14 @ NE 27, Final","116 PASS YD,PASS TD,11 RUSH ATT,67 RUSH YD,RUSH TD,TGT,FUM LOST",$27,16.0,19.34,2,2025-11-14 16:15:19,Week 11,Thursday
Drake Maye,QB,"NYJ 14 @ NE 27, Final","281 PASS YD,PASS TD,4 RUSH ATT,2 RUSH YD",$41,20.7,15.44,3,2025-11-14 16:15:19,Week 11,Thursday
Stefon Diggs,WR,"NYJ 14 @ NE 27, Final","11 TGT,9 REC,105 REC YD",$29,10.3,15.00,4,2025-11-14 16:15:19,Week 11,Thursday
John Metchie III,WR,"NYJ 14 @ NE 27, Final","3 TGT,3 REC,45 REC YD,REC TD",$10,2.7,12.00,5,2025-11-14 16:15:19,Week 11,Thursday
Mack Hollins,WR,"NYJ 14 @ NE 27, Final","5 TGT,4 REC,64 REC YD",$14,6.6,8.40,6,2025-11-14 16:15:20,Week 11,Thursday
Breece Hall,RB,"NYJ 14 @ NE 27, Final","14 RUSH ATT,58 RUSH YD,2 TGT,2 REC,6 REC YD",$33,12.7,7.40,7,2025-11-14 16:15:20,Week 11,Thursday
Hunter Henry,TE,"NYJ 14 @ NE 27, Final","6 TGT,4 REC,45 REC YD",$16,7.6,6.50,8,2025-11-14 16:15:20,Week 11,Thursday
Mason Taylor,TE,"NYJ 14 @ NE 27, Final","4 TGT,4 REC,30 REC YD",$11,5.3,5.00,9,2025-11-14 16:15:20,Week 11,Thursday
New England Patriots,DEF,"NYJ 14 @ NE 27, Final","14 PTS ALLOWED,2 SACK,FUM REC",$17,7.6,5.00,10,2025-11-14 16:15:20,Week 11,Thursday
DeMario Douglas,WR,"NYJ 14 @ NE 27, Final","RUSH ATT,-5 RUSH YD,3 TGT,3 REC,36 REC YD",$15,6.3,4.60,11,2025-11-14 16:15:20,Week 11,Thursday
Jeremy Ruckert,TE,"NYJ 14 @ NE 27, Final","5 TGT,4 REC,23 REC YD",$10,2.8,4.30,12,2025-11-14 16:15:20,Week 11,Thursday
Adonai Mitchell,WR,"NYJ 14 @ NE 27, Final","6 TGT,REC,10 REC YD",$10,2.1,1.50,13,2025-11-14 16:15:20,Week 11,Thursday
Isaiah Davis,RB,"NYJ 14 @ NE 27, Final","2 RUSH ATT,11 RUSH YD,TGT",$11,3.4,1.10,14,2025-11-14 16:15:20,Week 11,Thursday
