position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,6,2,17.02,36.0,0.468018648018648
RB,7,4,10.274999999999999,21.0,0.557195228143504
WR,12,8,6.862500000000001,17.375,0.4274553670014197
TE,7,2,6.8500000000000005,17.5,0.3822368421052632
DEF,2,2,6.5,12.0,0.4928571428571429
