player_name,position,game_info,stats,salary,fppg,points,row_number,scrape_date,week,day
Jacoby Brissett,QB,"ARI 27 @ DAL 17, Final","261 PASS YD,2 PASS TD,5 RUSH ATT,4 RUSH YD,RUSH TD",$20,13.3,24.84,1,2025-11-04 20:28:38,Week 9,Monday
Marvin Harrison Jr.,WR,"ARI 27 @ DAL 17, Final","10 TGT,7 REC,96 REC YD,REC TD",$26,10.3,19.10,2,2025-11-04 20:28:38,Week 9,Monday
Dak Prescott,QB,"ARI 27 @ DAL 17, Final","250 PASS YD,PASS TD,INT,4 RUSH ATT,34 RUSH YD",$38,19.4,16.40,3,2025-11-04 20:28:38,Week 9,Monday
Trey McBride,TE,"ARI 27 @ DAL 17, Final","9 TGT,5 REC,55 REC YD,REC TD",$26,12.9,14.00,4,2025-11-04 20:28:38,Week 9,Monday
Dallas Cowboys,DEF,"ARI 27 @ DAL 17, Final","27 PTS ALLOWED,5 SACK,BLK KICK,TD",$10,4.3,13.00,5,2025-11-04 20:28:38,Week 9,Monday
CeeDee Lamb,WR,"ARI 27 @ DAL 17, Final","12 TGT,7 REC,85 REC YD",$35,12.1,12.00,6,2025-11-04 20:28:38,Week 9,Monday
Arizona Cardinals,DEF,"ARI 27 @ DAL 17, Final","17 PTS ALLOWED,5 SACK,INT,2 FUM REC",$11,6.4,12.00,7,2025-11-04 20:28:38,Week 9,Monday
George Pickens,WR,"ARI 27 @ DAL 17, Final","9 TGT,6 REC,79 REC YD",$33,15.2,10.90,8,2025-11-04 20:28:38,Week 9,Monday
Emari Demercado,RB,"ARI 27 @ DAL 17, Final","14 RUSH ATT,79 RUSH YD,TGT,REC,-1 REC YD",$10,3.9,8.30,9,2025-11-04 20:28:38,Week 9,Monday
Ryan Flournoy,WR,"ARI 27 @ DAL 17, Final","2 TGT,2 REC,12 REC YD,REC TD",$10,4.5,8.20,10,2025-11-04 20:28:38,Week 9,Monday
Michael Wilson,WR,"ARI 27 @ DAL 17, Final","4 TGT,3 REC,61 REC YD",$12,4.3,7.60,11,2025-11-04 20:28:39,Week 9,Monday
Javonte Williams,RB,"ARI 27 @ DAL 17, Final","15 RUSH ATT,83 RUSH YD,TGT,REC,FUM LOST",$35,15.9,6.80,12,2025-11-04 20:28:39,Week 9,Monday
Bam Knight,RB,"ARI 27 @ DAL 17, Final","9 RUSH ATT,27 RUSH YD,2 TGT,2 REC,20 REC YD",$14,5.7,5.70,13,2025-11-04 20:28:39,Week 9,Monday
Jake Ferguson,TE,"ARI 27 @ DAL 17, Final","7 TGT,5 REC,50 REC YD,FUM LOST",$21,11.2,5.50,14,2025-11-04 20:28:39,Week 9,Monday
Elijah Higgins,TE,"ARI 27 @ DAL 17, Final","3 TGT,3 REC,30 REC YD",$10,2.4,4.50,15,2025-11-04 20:28:39,Week 9,Monday
KaVontae Turpin,WR,"ARI 27 @ DAL 17, Final","RUSH ATT,3 RUSH YD,3 TGT,2 REC,10 REC YD",$10,4.9,2.30,16,2025-11-04 20:28:39,Week 9,Monday
Luke Schoonmaker,TE,"ARI 27 @ DAL 17, Final","2 TGT,REC,14 REC YD",$10,1.3,1.90,17,2025-11-04 20:28:39,Week 9,Monday
Greg Dortch,WR,"ARI 27 @ DAL 17, Final","RUSH ATT,9 RUSH YD",$10,2.8,0.90,18,2025-11-04 20:28:39,Week 9,Monday
Malik Davis,RB,"ARI 27 @ DAL 17, Final","RUSH ATT,3 RUSH YD",$10,0.2,0.30,19,2025-11-04 20:28:39,Week 9,Monday
Zay Jones,WR,"ARI 27 @ DAL 17, Final",,$10,4.1,0.00,20,2025-11-04 20:28:39,Week 9,Monday
Kyler MurrayQ,QB,"ARI 27 @ DAL 17, Final",,$30,16.2,0.00,21,2025-11-04 20:28:39,Week 9,Monday
Michael Carter,RB,"ARI 27 @ DAL 17, Final",,$15,7.0,0.00,22,2025-11-04 20:28:39,Week 9,Monday
Simi Fehoko,WR,"ARI 27 @ DAL 17, Final",,$10,—,0.00,23,2025-11-04 20:28:39,Week 9,Monday
Xavier Weaver,WR,"ARI 27 @ DAL 17, Final",,$10,—,0.00,24,2025-11-04 20:28:39,Week 9,Monday
Kedon Slovis,QB,"ARI 27 @ DAL 17, Final",,$20,—,0.00,25,2025-11-04 20:28:39,Week 9,Monday
Jalen Tolbert,WR,"ARI 27 @ DAL 17, Final",,$10,4.0,0.00,26,2025-11-04 20:28:39,Week 9,Monday
Hunter Luepke,RB,"ARI 27 @ DAL 17, Final",,$10,1.5,0.00,27,2025-11-04 20:28:39,Week 9,Monday
Joe Milton III,QB,"ARI 27 @ DAL 17, Final",,$20,3.5,0.00,28,2025-11-04 20:28:39,Week 9,Monday
Brevyn Spann-Ford,TE,"ARI 27 @ DAL 17, Final",,$10,0.4,0.00,29,2025-11-04 20:28:39,Week 9,Monday
Jaydon Blue,RB,"ARI 27 @ DAL 17, Final",,$10,1.9,0.00,30,2025-11-04 20:28:39,Week 9,Monday
Josiah Deguara,TE,"ARI 27 @ DAL 17, Final",,$10,—,0.00,31,2025-11-04 20:28:39,Week 9,Monday
Jonathan Mingo,WR,"ARI 27 @ DAL 17, Final",,$10,1.7,0.00,32,2025-11-04 20:28:39,Week 9,Monday
