player_name,position,game_info,stats,salary,fppg,points,row_number,scrape_date,week,day
Drake Maye,QB,"NYG 15 @ NE 33, Final","282 PASS YD,2 PASS TD,6 RUSH ATT,12 RUSH YD",$39,20.4,20.48,1,2025-12-02 16:32:22,Week 13,Monday
Devin Singletary,RB,"NYG 15 @ NE 33, Final","12 RUSH ATT,68 RUSH YD,RUSH TD,3 TGT,3 REC,34 REC YD",$15,5.2,17.70,2,2025-12-02 16:32:23,Week 13,Monday
Jaxson Dart,QB,"NYG 15 @ NE 33, Final","139 PASS YD,PASS TD,4 RUSH ATT,20 RUSH YD,2PT",$33,17.7,13.56,3,2025-12-02 16:32:23,Week 13,Monday
Darius Slayton,WR,"NYG 15 @ NE 33, Final","3 TGT,2 REC,41 REC YD,REC TD,2PT",$19,6.0,13.10,4,2025-12-02 16:32:23,Week 13,Monday
Kayshon Boutte,WR,"NYG 15 @ NE 33, Final","5 TGT,4 REC,35 REC YD,REC TD",$19,9.0,11.50,5,2025-12-02 16:32:23,Week 13,Monday
New England Patriots,DEF,"NYG 15 @ NE 33, Final","15 PTS ALLOWED,2 SACK,FUM REC,RET TD",$14,8.1,11.00,6,2025-12-02 16:32:23,Week 13,Monday
TreVeyon Henderson,RB,"NYG 15 @ NE 33, Final","11 RUSH ATT,67 RUSH YD,4 TGT,3 REC,19 REC YD",$29,10.2,10.10,7,2025-12-02 16:32:23,Week 13,Monday
Kyle Williams,WR,"NYG 15 @ NE 33, Final","TGT,REC,33 REC YD,REC TD",$10,2.9,9.80,8,2025-12-02 16:32:23,Week 13,Monday
Rhamondre Stevenson,RB,"NYG 15 @ NE 33, Final","12 RUSH ATT,40 RUSH YD,3 TGT,3 REC,40 REC YD",$18,7.8,9.50,9,2025-12-02 16:32:23,Week 13,Monday
Hunter Henry,TE,"NYG 15 @ NE 33, Final","6 TGT,4 REC,73 REC YD",$19,8.7,9.30,10,2025-12-02 16:32:23,Week 13,Monday
Wan'Dale Robinson,WR,"NYG 15 @ NE 33, Final","8 TGT,7 REC,34 REC YD",$25,10.6,6.90,11,2025-12-02 16:32:23,Week 13,Monday
DeMario Douglas,WR,"NYG 15 @ NE 33, Final","3 TGT,3 REC,33 REC YD",$13,6.1,4.80,12,2025-12-02 16:32:23,Week 13,Monday
Theo Johnson,TE,"NYG 15 @ NE 33, Final","8 TGT,3 REC,29 REC YD",$16,7.4,4.40,13,2025-12-02 16:32:23,Week 13,Monday
Stefon Diggs,WR,"NYG 15 @ NE 33, Final","4 TGT,3 REC,26 REC YD",$28,9.3,4.10,14,2025-12-02 16:32:23,Week 13,Monday
Tyrone Tracy Jr.Q,RB,"NYG 15 @ NE 33, Final","10 RUSH ATT,36 RUSH YD,TGT,REC,-3 REC YD",$22,7.3,3.80,15,2025-12-02 16:32:23,Week 13,Monday
Mack Hollins,WR,"NYG 15 @ NE 33, Final","4 TGT,3 REC,23 REC YD",$14,6.2,3.80,16,2025-12-02 16:32:23,Week 13,Monday
New York Giants,DEF,"NYG 15 @ NE 33, Final","33 PTS ALLOWED,3 SACK",$10,2.6,2.00,17,2025-12-02 16:32:23,Week 13,Monday
Isaiah Hodgins,WR,"NYG 15 @ NE 33, Final","TGT,REC,4 REC YD",$11,6.8,0.90,18,2025-12-02 16:32:23,Week 13,Monday
Russell Wilson,QB,"NYG 15 @ NE 33, Final",,$20,8.8,0.00,19,2025-12-02 16:32:23,Week 13,Monday
Chris Manhertz,TE,"NYG 15 @ NE 33, Final",,$10,0.6,0.00,20,2025-12-02 16:32:23,Week 13,Monday
Jameis Winston,QB,"NYG 15 @ NE 33, Final",,$28,22.4,0.00,21,2025-12-02 16:32:23,Week 13,Monday
Gunner OlszewskiQ,WR,"NYG 15 @ NE 33, Final",,$10,1.1,0.00,22,2025-12-02 16:32:23,Week 13,Monday
Daniel Bellinger,TE,"NYG 15 @ NE 33, Final",,$10,3.6,0.00,23,2025-12-02 16:32:23,Week 13,Monday
Jalin Hyatt,WR,"NYG 15 @ NE 33, Final",,$10,1.2,0.00,24,2025-12-02 16:32:23,Week 13,Monday
Eric Gray,RB,"NYG 15 @ NE 33, Final",,$10,—,0.00,25,2025-12-02 16:32:23,Week 13,Monday
Thomas Fidone IIIR,TE,"NYG 15 @ NE 33, Final",,$10,—,0.00,26,2025-12-02 16:32:24,Week 13,Monday
Austin Hooper,TE,"NYG 15 @ NE 33, Final",,$10,3.5,0.00,27,2025-12-02 16:32:24,Week 13,Monday
Joshua Dobbs,QB,"NYG 15 @ NE 33, Final",,$20,0.0,0.00,28,2025-12-02 16:32:24,Week 13,Monday
Tommy DeVito,QB,"NYG 15 @ NE 33, Final",,$20,6.7,0.00,29,2025-12-02 16:32:24,Week 13,Monday
Jack Westover,RB,"NYG 15 @ NE 33, Final",,$10,—,0.00,30,2025-12-02 16:32:24,Week 13,Monday
Terrell JenningsQ,RB,"NYG 15 @ NE 33, Final",,$10,2.5,0.00,31,2025-12-02 16:32:24,Week 13,Monday
Efton Chism III,WR,"NYG 15 @ NE 33, Final",,$10,—,0.00,32,2025-12-02 16:32:24,Week 13,Monday
CJ Dippre,TE,"NYG 15 @ NE 33, Final",,$10,—,0.00,33,2025-12-02 16:32:24,Week 13,Monday
Dalen Cambre,WR,"NYG 15 @ NE 33, Final",,$10,—,0.00,34,2025-12-02 16:32:24,Week 13,Monday
