player_name,position,game_info,stats,salary,fppg,points,row_number,scrape_date,week,day
Bijan Robinson,RB,"BUF 14 @ ATL 24, Final","19 RUSH ATT,170 RUSH YD,RUSH TD,8 TGT,6 REC,68 REC YD",$43,22.4,32.80,1,2025-10-14 16:27:17,Week 6,Monday
Drake London,WR,"BUF 14 @ ATL 24, Final","16 TGT,10 REC,158 REC YD,REC TD",$32,13.9,26.80,2,2025-10-14 16:27:17,Week 6,Monday
D'Andre Swift,RB,"CHI 25 @ WAS 24, Final","14 RUSH ATT,108 RUSH YD,3 TGT,2 REC,67 REC YD,REC TD",$24,13.6,24.50,3,2025-10-14 16:27:17,Week 6,Monday
Jayden Daniels,QB,"CHI 25 @ WAS 24, Final","211 PASS YD,3 PASS TD,INT,10 RUSH ATT,52 RUSH YD,FUM LOST",$37,19.9,22.64,4,2025-10-14 16:27:17,Week 6,Monday
Caleb Williams,QB,"CHI 25 @ WAS 24, Final","252 PASS YD,PASS TD,4 RUSH ATT,-2 RUSH YD,RUSH TD",$35,20.8,19.88,5,2025-10-14 16:27:17,Week 6,Monday
Josh Allen,QB,"BUF 14 @ ATL 24, Final","180 PASS YD,2 PASS TD,2 INT,6 RUSH ATT,42 RUSH YD",$44,22.9,17.40,6,2025-10-14 16:27:17,Week 6,Monday
Michael Penix Jr.,QB,"BUF 14 @ ATL 24, Final","250 PASS YD,PASS TD,2 RUSH ATT,6 RUSH YD",$27,13.9,14.60,7,2025-10-14 16:27:17,Week 6,Monday
Zach Ertz,TE,"CHI 25 @ WAS 24, Final","6 TGT,6 REC,43 REC YD,REC TD",$15,8.2,13.30,8,2025-10-14 16:27:17,Week 6,Monday
Chris Moore,WR,"CHI 25 @ WAS 24, Final","5 TGT,3 REC,46 REC YD,REC TD",$10,4.1,12.10,9,2025-10-14 16:27:17,Week 6,Monday
Tyler Allgeier,RB,"BUF 14 @ ATL 24, Final","10 RUSH ATT,32 RUSH YD,RUSH TD,TGT,REC,6 REC YD",$13,7.8,10.30,10,2025-10-14 16:27:17,Week 6,Monday
