position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,5,2,19.12,31.5,0.5963409563409563
RB,7,4,6.025000000000001,21.75,0.318801247771836
WR,11,7,9.585714285714287,17.857142857142858,0.4818618356433482
TE,7,5,5.299999999999999,14.8,0.312974358974359
DEF,2,2,5.5,11.0,0.475
