position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,4,2,10.29,32.0,0.3265476190476191
RB,9,4,11.075,26.25,0.41586496615087043
WR,13,7,5.171428571428571,17.428571428571427,0.2670762647490758
TE,7,3,4.233333333333333,14.666666666666666,0.21333333333333335
DEF,2,2,8.0,10.5,0.7681818181818182
