position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,5,2,9.129999999999999,30.0,0.29996662958843157
RB,10,6,2.733333333333334,16.833333333333332,0.13802569303583503
WR,12,6,2.9333333333333336,18.166666666666668,0.20359376956401976
TE,8,3,5.800000000000001,12.0,0.5176923076923077
DEF,2,2,11.0,13.0,0.85625
