position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,10,4,11.935,34.0,0.3603204589528119
RB,19,8,10.675,21.625,0.43366176951703267
WR,25,13,6.976923076923078,18.0,0.39674207136006806
TE,14,6,6.116666666666666,12.833333333333334,0.5251262626262626
DEF,4,4,11.75,15.0,0.7802696078431373
