position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,5,2,23.55,26.5,0.9562648809523809
RB,7,5,8.940000000000001,24.4,0.3228725490196078
WR,16,6,9.533333333333333,18.5,0.5478891730605285
TE,7,3,16.46666666666667,12.0,1.1454166666666667
DEF,2,2,4.0,11.0,0.36363636363636365
