position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,4,2,25.27,26.5,0.9741159420289855
RB,6,4,8.600000000000001,19.5,0.40153322440087147
WR,12,6,10.950000000000001,19.833333333333332,0.4743617007747443
TE,10,4,14.0,10.5,1.3570833333333332
DEF,2,2,2.0,14.0,0.17777777777777776
