position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,10,4,18.63,35.75,0.5290217945217945
RB,13,10,10.309999999999999,19.1,0.5179598389982111
WR,26,13,7.4923076923076914,17.23076923076923,0.500810261775735
TE,14,6,4.633333333333334,11.666666666666666,0.3711111111111111
DEF,4,4,6.75,12.0,0.6114583333333333
