position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,5,2,6.609999999999999,33.5,0.1993527204502814
RB,9,5,5.860000000000001,19.6,0.25934313725490193
WR,11,6,5.583333333333333,15.833333333333334,0.37739807033924677
TE,7,4,2.45,13.75,0.18738095238095237
DEF,2,2,12.0,12.5,0.9666666666666667
