position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,5,2,12.45,34.5,0.35458620689655174
RB,7,5,11.299999999999999,25.4,0.30662997623291743
WR,15,6,5.749999999999999,20.833333333333332,0.36817460317460315
TE,8,3,7.766666666666668,16.0,0.647063492063492
DEF,2,2,12.0,12.0,1.0857142857142859
