player_name,position,game_info,stats,salary,fppg,points,row_number,scrape_date,week,day
Josh Jacobs,RB,"PHI 10 @ GB 7, Final","21 RUSH ATT,74 RUSH YD,RUSH TD,6 TGT,5 REC,33 REC YD,FUM LOST",$39,18.1,17.20,1,2025-11-11 16:28:31,Week 10,Monday
DeVonta Smith,WR,"PHI 10 @ GB 7, Final","7 TGT,4 REC,69 REC YD,REC TD",$29,12.0,14.90,2,2025-11-11 16:28:31,Week 10,Monday
Jalen Hurts,QB,"PHI 10 @ GB 7, Final","183 PASS YD,PASS TD,5 RUSH ATT,27 RUSH YD,FUM LOST",$41,20.8,12.02,3,2025-11-11 16:28:31,Week 10,Monday
Saquon Barkley,RB,"PHI 10 @ GB 7, Final","22 RUSH ATT,60 RUSH YD,3 TGT,3 REC,41 REC YD",$35,14.2,11.60,4,2025-11-11 16:28:31,Week 10,Monday
Philadelphia Eagles,DEF,"PHI 10 @ GB 7, Final","7 PTS ALLOWED,3 SACK,2 FUM REC",$12,7.4,11.00,5,2025-11-11 16:28:31,Week 10,Monday
Jordan Love,QB,"PHI 10 @ GB 7, Final","176 PASS YD,5 RUSH ATT,28 RUSH YD,FUM LOST",$33,16.7,7.84,6,2025-11-11 16:28:32,Week 10,Monday
Dallas Goedert,TE,"PHI 10 @ GB 7, Final","6 TGT,4 REC,43 REC YD",$20,11.5,6.30,7,2025-11-11 16:28:32,Week 10,Monday
Green Bay Packers,DEF,"PHI 10 @ GB 7, Final","10 PTS ALLOWED,FUM REC",$11,5.0,6.00,8,2025-11-11 16:28:32,Week 10,Monday
Dontayvion Wicks,WR,"PHI 10 @ GB 7, Final","8 TGT,4 REC,38 REC YD",$10,3.7,5.80,9,2025-11-11 16:28:32,Week 10,Monday
Christian Watson,WR,"PHI 10 @ GB 7, Final","4 TGT,2 REC,45 REC YD",$14,7.6,5.50,10,2025-11-11 16:28:32,Week 10,Monday
Will Shipley,RB,"PHI 10 @ GB 7, Final","4 RUSH ATT,17 RUSH YD,2 TGT,2 REC,17 REC YD",$10,1.3,4.40,11,2025-11-11 16:28:32,Week 10,Monday
Luke Musgrave,TE,"PHI 10 @ GB 7, Final","3 TGT,3 REC,23 REC YD",$10,2.4,3.80,12,2025-11-11 16:28:32,Week 10,Monday
A.J. Brown,WR,"PHI 10 @ GB 7, Final","3 TGT,2 REC,13 REC YD",$26,9.3,2.30,13,2025-11-11 16:28:32,Week 10,Monday
Savion Williams,WR,"PHI 10 @ GB 7, Final","2 TGT,2 REC,2 REC YD",$10,1.8,1.20,14,2025-11-11 16:28:32,Week 10,Monday
Romeo DoubsQ,WR,"PHI 10 @ GB 7, Final","4 TGT,REC,5 REC YD",$22,9.8,1.00,15,2025-11-11 16:28:32,Week 10,Monday
Emanuel Wilson,RB,"PHI 10 @ GB 7, Final","RUSH ATT,2 RUSH YD,TGT,REC,2 REC YD",$11,3.2,0.90,16,2025-11-11 16:28:32,Week 10,Monday
Tank Bigsby,RB,"PHI 10 @ GB 7, Final","3 RUSH ATT,7 RUSH YD",$10,1.7,0.70,17,2025-11-11 16:28:32,Week 10,Monday
A.J. Dillon,RB,"PHI 10 @ GB 7, Final",,$10,1.4,0.00,18,2025-11-11 16:28:32,Week 10,Monday
Kylen Granson,TE,"PHI 10 @ GB 7, Final",,$10,0.3,0.00,19,2025-11-11 16:28:32,Week 10,Monday
Jahan Dotson,WR,"PHI 10 @ GB 7, Final",TGT,$10,3.1,0.00,20,2025-11-11 16:28:32,Week 10,Monday
Sam Howell,QB,"PHI 10 @ GB 7, Final",,$20,0.2,0.00,21,2025-11-11 16:28:32,Week 10,Monday
Grant Calcaterra,TE,"PHI 10 @ GB 7, Final",TGT,$10,1.2,0.00,22,2025-11-11 16:28:32,Week 10,Monday
Cameron Latu,TE,"PHI 10 @ GB 7, Final",,$10,—,0.00,23,2025-11-11 16:28:32,Week 10,Monday
Tanner McKee,QB,"PHI 10 @ GB 7, Final",,$20,-0.2,0.00,24,2025-11-11 16:28:32,Week 10,Monday
Xavier Gipson,WR,"PHI 10 @ GB 7, Final",,$10,0.2,0.00,25,2025-11-11 16:28:32,Week 10,Monday
Malik Willis,QB,"PHI 10 @ GB 7, Final",,$20,8.6,0.00,26,2025-11-11 16:28:32,Week 10,Monday
John FitzPatrick,TE,"PHI 10 @ GB 7, Final",,$10,2.2,0.00,27,2025-11-11 16:28:32,Week 10,Monday
Tucker KraftIR,TE,"PHI 10 @ GB 7, Final",,$20,12.6,0.00,28,2025-11-11 16:28:32,Week 10,Monday
Malik Heath,WR,"PHI 10 @ GB 7, Final",,$10,2.9,0.00,29,2025-11-11 16:28:32,Week 10,Monday
Chris Brooks,RB,"PHI 10 @ GB 7, Final",,$10,1.1,0.00,30,2025-11-11 16:28:33,Week 10,Monday
Matthew GoldenQ,WR,"PHI 10 @ GB 7, Final",,$20,5.3,0.00,31,2025-11-11 16:28:33,Week 10,Monday
Darius Cooper,WR,"PHI 10 @ GB 7, Final",,$10,—,0.00,32,2025-11-11 16:28:33,Week 10,Monday
Jayden ReedIR,WR,"PHI 10 @ GB 7, Final",,$16,6.0,0.00,33,2025-11-11 16:28:33,Week 10,Monday
MarShawn LloydIR,RB,"PHI 10 @ GB 7, Final",,$10,—,0.00,34,2025-11-11 16:28:33,Week 10,Monday
