position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,5,2,17.39,34.0,0.5464408310749774
RB,10,4,9.725000000000001,19.75,0.3940606060606061
WR,14,6,7.1000000000000005,14.666666666666666,0.4806513409961686
TE,6,3,5.266666666666667,12.333333333333334,0.4302651515151515
DEF,2,2,3.0,14.0,0.1925133689839572
