player_name,position,game_info,stats,salary,fppg,points,row_number,scrape_date,week,day
Jahmyr Gibbs,RB,"TB 9 @ DET 24, Final","17 RUSH ATT,136 RUSH YD,2 RUSH TD,3 TGT,3 REC,82 REC YD",$39,18.1,35.30,1,2025-10-21 16:28:46,Week 7,Monday
Jaxon Smith-Njigba,WR,"HOU 19 @ SEA 27, Final","14 TGT,8 REC,123 REC YD,REC TD",$38,18.6,22.30,2,2025-10-21 16:28:46,Week 7,Monday
Zach Charbonnet,RB,"HOU 19 @ SEA 27, Final","12 RUSH ATT,49 RUSH YD,2 RUSH TD,2 TGT,2 REC,6 REC YD",$19,9.5,18.50,3,2025-10-21 16:28:46,Week 7,Monday
Houston Texans,DEF,"HOU 19 @ SEA 27, Final","27 PTS ALLOWED,2 SACK,2 INT,2 FUM REC,BLK KICK,TD",$16,10.2,18.00,4,2025-10-21 16:28:46,Week 7,Monday
Amon-Ra St. Brown,WR,"TB 9 @ DET 24, Final","10 TGT,6 REC,86 REC YD,REC TD",$36,17.4,17.60,5,2025-10-21 16:28:46,Week 7,Monday
C.J. Stroud,QB,"HOU 19 @ SEA 27, Final","229 PASS YD,PASS TD,INT,2 RUSH ATT,25 RUSH YD",$28,16.5,14.66,6,2025-10-21 16:28:46,Week 7,Monday
Dalton Schultz,TE,"HOU 19 @ SEA 27, Final","10 TGT,9 REC,98 REC YD",$12,7.2,14.30,7,2025-10-21 16:28:46,Week 7,Monday
Tez Johnson,WR,"TB 9 @ DET 24, Final","9 TGT,4 REC,58 REC YD,REC TD",$10,5.8,13.80,8,2025-10-21 16:28:46,Week 7,Monday
Baker Mayfield,QB,"TB 9 @ DET 24, Final","228 PASS YD,PASS TD,INT",$39,19.8,12.12,9,2025-10-21 16:28:46,Week 7,Monday
Detroit Lions,DEF,"TB 9 @ DET 24, Final","9 PTS ALLOWED,4 SACK,INT,FUM REC",$15,8.4,12.00,10,2025-10-21 16:28:46,Week 7,Monday
Jared Goff,QB,"TB 9 @ DET 24, Final","241 PASS YD,PASS TD,INT,2 RUSH ATT,7 RUSH YD,FUM LOST",$35,17.2,11.34,11,2025-10-21 16:28:46,Week 7,Monday
Woody Marks,RB,"HOU 19 @ SEA 27, Final","10 RUSH ATT,15 RUSH YD,5 TGT,3 REC,20 REC YD,REC TD",$18,8.2,11.00,12,2025-10-21 16:28:46,Week 7,Monday
Cade Otton,TE,"TB 9 @ DET 24, Final","9 TGT,7 REC,65 REC YD",$11,5.7,10.00,13,2025-10-21 16:28:46,Week 7,Monday
Jaylin Noel,WR,"HOU 19 @ SEA 27, Final","7 TGT,4 REC,77 REC YD",$10,3.5,9.70,14,2025-10-21 16:28:46,Week 7,Monday
Sam Darnold,QB,"HOU 19 @ SEA 27, Final","213 PASS YD,PASS TD,INT,3 RUSH ATT,RUSH YD,FUM LOST",$34,16.3,9.62,15,2025-10-21 16:28:46,Week 7,Monday
Seattle Seahawks,DEF,"HOU 19 @ SEA 27, Final","13 PTS ALLOWED,3 SACK,INT",$17,9.4,9.00,16,2025-10-21 16:28:46,Week 7,Monday
Tampa Bay Buccaneers,DEF,"TB 9 @ DET 24, Final","24 PTS ALLOWED,4 SACK,INT,FUM REC",$12,6.0,8.00,17,2025-10-21 16:28:46,Week 7,Monday
Emeka Egbuka,WR,"TB 9 @ DET 24, Final","12 TGT,4 REC,58 REC YD",$31,14.4,7.80,18,2025-10-21 16:28:46,Week 7,Monday
Kenneth Walker III,RB,"HOU 19 @ SEA 27, Final","17 RUSH ATT,66 RUSH YD",$22,10.2,6.60,19,2025-10-21 16:28:46,Week 7,Monday
Rachaad White,RB,"TB 9 @ DET 24, Final","10 RUSH ATT,38 RUSH YD,6 TGT,4 REC,6 REC YD",$22,9.7,6.40,20,2025-10-21 16:28:46,Week 7,Monday
David Montgomery,RB,"TB 9 @ DET 24, Final","13 RUSH ATT,21 RUSH YD,3 TGT,2 REC,18 REC YD",$26,11.2,4.90,21,2025-10-21 16:28:46,Week 7,Monday
Nico CollinsQ,WR,"HOU 19 @ SEA 27, Final","10 TGT,4 REC,27 REC YD",$30,10.6,4.70,22,2025-10-21 16:28:47,Week 7,Monday
Elijah Arroyo,TE,"HOU 19 @ SEA 27, Final","5 TGT,4 REC,42 REC YD,FUM LOST",$10,2.5,4.20,23,2025-10-21 16:28:47,Week 7,Monday
Sterling Shepard,WR,"TB 9 @ DET 24, Final","7 TGT,7 REC,25 REC YD,FUM LOST",$11,6.3,4.00,24,2025-10-21 16:28:47,Week 7,Monday
Brock Wright,TE,"TB 9 @ DET 24, Final","3 TGT,3 REC,23 REC YD",$10,7.3,3.80,25,2025-10-21 16:28:47,Week 7,Monday
Kalif Raymond,WR,"TB 9 @ DET 24, Final","3 TGT,3 REC,17 REC YD",$10,3.0,3.20,26,2025-10-21 16:28:47,Week 7,Monday
Sam LaPorta,TE,"TB 9 @ DET 24, Final","3 TGT,3 REC,15 REC YD",$20,8.6,3.00,27,2025-10-21 16:28:47,Week 7,Monday
Cooper Kupp,WR,"HOU 19 @ SEA 27, Final","INT,TGT,REC,32 REC YD",$18,6.6,2.70,28,2025-10-21 16:28:47,Week 7,Monday
Ryan Miller,WR,"TB 9 @ DET 24, Final","TGT,REC,14 REC YD",$10,2.1,1.90,29,2025-10-21 16:28:47,Week 7,Monday
Xavier Hutchinson,WR,"HOU 19 @ SEA 27, Final","4 TGT,REC,13 REC YD",$10,5.2,1.80,30,2025-10-21 16:28:47,Week 7,Monday
