position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,6,2,26.189999999999998,33.5,0.777005444646098
RB,9,4,15.475,23.25,0.7679330646435909
WR,13,7,12.742857142857146,21.0,0.5418344081818773
TE,9,5,6.660000000000001,11.2,0.6216969696969696
DEF,2,2,4.0,16.0,0.25882352941176473
