position,total_players,active_players,avg_points,avg_salary,avg_ppd
QB,15,6,20.703333333333337,36.5,0.5803473138063749
RB,28,14,8.692857142857145,22.428571428571427,0.42581007181840913
WR,38,17,12.211764705882354,19.0,0.7074971684951653
TE,22,14,4.128571428571428,11.785714285714286,0.3273576097105508
DEF,6,5,4.0,12.2,0.36406926406926404
